sous_chapitre,theme,indicateur,reg,date_lib,date,valeur,type,nom_region
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2023-S44,2023-10-30,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2023-S44,2023-10-30,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2023-S44,2023-10-30,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2023-S45,2023-11-06,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2023-S45,2023-11-06,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2023-S45,2023-11-06,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2023-S45,2023-11-06,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2023-S45,2023-11-06,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2023-S46,2023-11-13,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2023-S46,2023-11-13,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2023-S46,2023-11-13,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2023-S46,2023-11-13,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2023-S46,2023-11-13,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2023-S47,2023-11-20,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2023-S47,2023-11-20,1,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2023-S47,2023-11-20,4,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2023-S47,2023-11-20,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2023-S47,2023-11-20,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2023-S47,2023-11-20,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2023-S47,2023-11-20,2,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2023-S47,2023-11-20,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2023-S47,2023-11-20,2,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2023-S47,2023-11-20,2,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2023-S48,2023-11-27,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2023-S48,2023-11-27,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2023-S49,2023-12-04,4,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2023-S49,2023-12-04,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2023-S49,2023-12-04,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2023-S49,2023-12-04,2,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2023-S50,2023-12-11,4,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2023-S50,2023-12-11,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2023-S50,2023-12-11,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2023-S50,2023-12-11,2,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2023-S50,2023-12-11,2,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2023-S50,2023-12-11,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2023-S51,2023-12-18,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2023-S51,2023-12-18,2,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2023-S51,2023-12-18,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2023-S51,2023-12-18,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2023-S51,2023-12-18,2,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2023-S52,2023-12-25,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2023-S52,2023-12-25,3,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2023-S52,2023-12-25,3,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2023-S52,2023-12-25,2,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2023-S52,2023-12-25,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2023-S52,2023-12-25,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2023-S52,2023-12-25,3,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2023-S52,2023-12-25,3,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2024-S01,2024-01-01,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2024-S01,2024-01-01,3,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S01,2024-01-01,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S01,2024-01-01,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2024-S01,2024-01-01,3,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S02,2024-01-08,2,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S02,2024-01-08,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S02,2024-01-08,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S02,2024-01-08,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S02,2024-01-08,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S03,2024-01-15,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S03,2024-01-15,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S03,2024-01-15,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S04,2024-01-22,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S04,2024-01-22,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S04,2024-01-22,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S04,2024-01-22,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S04,2024-01-22,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S04,2024-01-22,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S05,2024-01-29,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2024-S05,2024-01-29,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S05,2024-01-29,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S05,2024-01-29,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2024-S05,2024-01-29,3,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S05,2024-01-29,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S05,2024-01-29,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S05,2024-01-29,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S05,2024-01-29,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S05,2024-01-29,3,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2024-S06,2024-02-05,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S06,2024-02-05,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S06,2024-02-05,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S06,2024-02-05,3,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S07,2024-02-12,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S07,2024-02-12,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S07,2024-02-12,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S07,2024-02-12,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S07,2024-02-12,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S07,2024-02-12,3,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S07,2024-02-12,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S08,2024-02-19,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S08,2024-02-19,4,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2024-S08,2024-02-19,3,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S08,2024-02-19,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S08,2024-02-19,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S08,2024-02-19,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S09,2024-02-26,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S09,2024-02-26,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S09,2024-02-26,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S09,2024-02-26,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2024-S09,2024-02-26,4,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S09,2024-02-26,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S09,2024-02-26,4,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S09,2024-02-26,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S09,2024-02-26,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S09,2024-02-26,4,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S10,2024-03-04,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S10,2024-03-04,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S10,2024-03-04,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S10,2024-03-04,4,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S10,2024-03-04,4,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S10,2024-03-04,4,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S10,2024-03-04,4,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S10,2024-03-04,4,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S11,2024-03-11,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S11,2024-03-11,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S11,2024-03-11,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S11,2024-03-11,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S11,2024-03-11,4,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S11,2024-03-11,4,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S11,2024-03-11,4,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2024-S11,2024-03-11,4,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S12,2024-03-18,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S12,2024-03-18,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S12,2024-03-18,4,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S12,2024-03-18,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S12,2024-03-18,4,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S12,2024-03-18,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2024-S12,2024-03-18,4,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S13,2024-03-25,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S13,2024-03-25,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S13,2024-03-25,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S13,2024-03-25,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S13,2024-03-25,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S13,2024-03-25,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S13,2024-03-25,1,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S13,2024-03-25,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S13,2024-03-25,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S14,2024-04-01,4,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S14,2024-04-01,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S14,2024-04-01,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S14,2024-04-01,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S15,2024-04-08,4,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2024-S15,2024-04-08,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S15,2024-04-08,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S15,2024-04-08,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S15,2024-04-08,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S15,2024-04-08,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2024-S15,2024-04-08,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S16,2024-04-15,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S16,2024-04-15,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S40,2024-09-30,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2024-S40,2024-09-30,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S40,2024-09-30,1,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S40,2024-09-30,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S40,2024-09-30,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S40,2024-09-30,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S41,2024-10-07,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S41,2024-10-07,3,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S41,2024-10-07,2,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S41,2024-10-07,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S41,2024-10-07,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S41,2024-10-07,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S41,2024-10-07,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S42,2024-10-14,3,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S42,2024-10-14,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2024-S42,2024-10-14,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S42,2024-10-14,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S42,2024-10-14,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S42,2024-10-14,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S42,2024-10-14,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2024-S42,2024-10-14,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2024-S43,2024-10-21,1,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S43,2024-10-21,3,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S43,2024-10-21,2,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S43,2024-10-21,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2024-S43,2024-10-21,1,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S43,2024-10-21,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S43,2024-10-21,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S43,2024-10-21,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S44,2024-10-28,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S44,2024-10-28,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S44,2024-10-28,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S44,2024-10-28,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2024-S44,2024-10-28,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S44,2024-10-28,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S44,2024-10-28,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2024-S44,2024-10-28,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S45,2024-11-04,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2024-S45,2024-11-04,1,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S45,2024-11-04,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S45,2024-11-04,1,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2024-S45,2024-11-04,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S46,2024-11-11,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S46,2024-11-11,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S46,2024-11-11,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S46,2024-11-11,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S46,2024-11-11,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S47,2024-11-18,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2024-S47,2024-11-18,1,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S47,2024-11-18,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S47,2024-11-18,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S47,2024-11-18,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2024-S48,2024-11-25,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S48,2024-11-25,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S48,2024-11-25,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2024-S48,2024-11-25,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S48,2024-11-25,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S49,2024-12-02,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2024-S49,2024-12-02,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S49,2024-12-02,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S49,2024-12-02,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2024-S49,2024-12-02,3,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S49,2024-12-02,2,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S49,2024-12-02,2,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2024-S50,2024-12-09,2,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S50,2024-12-09,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2024-S50,2024-12-09,3,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S50,2024-12-09,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S50,2024-12-09,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S50,2024-12-09,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2024-S51,2024-12-16,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2024-S51,2024-12-16,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S51,2024-12-16,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2024-S51,2024-12-16,3,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2024-S51,2024-12-16,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S51,2024-12-16,3,Catégorielle,Provence-Alpes-Côte d'Azur
